currency,date,close,open,high,low,sma7,sma30
BTC,2013-12-04 05:00:00+00:00,1071.2848,1028.845,1092.83331,1021.177,1028.4256214285713,593.2319926666665
BTC,2013-12-05 05:00:00+00:00,1139.33083,1071.2848,1151.29749,1066.87277,1053.8689499999996,621.931236
BTC,2013-12-06 05:00:00+00:00,1004.61633,1139.33083,1144.36916,870.3838,1083.1512114285713,652.4082636666666
BTC,2013-12-07 05:00:00+00:00,759.4304099999998,1004.61633,1038.55,656.87499,1074.0445442857142,677.6203636666667
BTC,2013-12-08 05:00:00+00:00,689.81,759.4304099999998,826.3276599999998,558.0833299999998,1017.5451842857144,694.1904886666667
BTC,2013-12-09 05:00:00+00:00,841.83966,689.81,845.85092,682.71342,959.01529,707.3679223333335
BTC,2013-12-10 05:00:00+00:00,916.77599,841.83966,948.68183,809.91748,933.5938614285716,724.3924693333335
BTC,2013-12-11 05:00:00+00:00,967.42866,916.77599,1004.93666,900.68016,917.5840028571428,745.4220856666667
BTC,2013-12-12 05:00:00+00:00,866.2900300000001,967.42866,975.62383,832.22683,902.7474114285714,767.5037163333334
BTC,2013-12-13 05:00:00+00:00,911.23204,866.2900300000001,919.30033,843.4055,863.7415828571428,785.1088173333336
BTC,2013-12-14 05:00:00+00:00,889.8194599999998,911.23204,933.17016,859.4499900000002,850.4009699999998,803.5672186666669
BTC,2013-12-15 05:00:00+00:00,848.9975,889.8194599999998,897.30915,848.2558300000002,869.027977142857,819.7960673333334
BTC,2013-12-16 05:00:00+00:00,868.9531599999998,848.9975,886.2358300000002,819.43828,891.7690485714287,834.4591923333336
BTC,2013-12-17 05:00:00+00:00,653.80483,868.9531599999998,876.21516,636.1505599999998,895.6424057142857,849.4170813333336
BTC,2013-12-18 05:00:00+00:00,654.0626599999998,653.80483,757.02366,647.6220900000002,858.0750971428572,856.634000666667
BTC,2013-12-19 05:00:00+00:00,553.69166,654.0626599999998,654.0626599999998,422.497,813.3085257142858,861.4160060000003
BTC,2013-12-20 05:00:00+00:00,693.05883,553.69166,710.3255,545.5396599999998,768.6516157142859,856.7507280000003
BTC,2013-12-21 05:00:00+00:00,649.38965,693.05883,733.2366599999998,598.0613099999998,737.4840142857146,862.1346060000003
BTC,2013-12-22 05:00:00+00:00,595.95883,649.38965,651.8435,580.72816,703.1368985714287,864.6237280000003
BTC,2013-12-23 05:00:00+00:00,647.6831599999998,595.95883,671.5916599999998,594.36595,666.9885171428575,861.7780223333336
BTC,2013-12-24 05:00:00+00:00,671.58116,647.6831599999998,685.3675,632.5431,635.3785171428574,857.5614610000003
BTC,2013-12-25 05:00:00+00:00,659.84333,671.58116,675.6139999999998,645.78333,637.9179928571431,855.0743750000003
BTC,2013-12-26 05:00:00+00:00,702.00083,659.84333,720.22498,651.53,638.7438028571431,851.4409026666672
BTC,2013-12-27 05:00:00+00:00,758.0101599999998,702.00083,780.93666,698.07,659.9308271428573,848.5287720000003
BTC,2013-12-28 05:00:00+00:00,734.01166,758.0101599999998,772.90666,723.9866599999998,669.2095885714288,844.0230606666672
BTC,2013-12-29 05:00:00+00:00,717.92623,734.01166,753.8333299999998,705.1025,681.2984471428573,837.3449493333337
BTC,2013-12-30 05:00:00+00:00,752.8202200000002,717.92623,759.6362,713.7510000000002,698.7223614285716,825.6637236666671
BTC,2013-12-31 05:00:00+00:00,744.17249,752.8202200000002,763.83,743.7,713.7419414285716,812.2602000000005
BTC,2014-01-01 05:00:00+00:00,768.40783,744.17249,772.959,733.19433,724.1121314285717,800.4153076666672
BTC,2014-01-02 05:00:00+00:00,769.0984900000002,768.40783,774.26333,750.5251599999998,739.621345714286,792.0359133333337
BTC,2014-01-03 05:00:00+00:00,804.02719,769.0984900000002,826.3416599999998,768.15367,749.2067257142862,783.3776963333337
BTC,2014-01-04 05:00:00+00:00,813.3174799999998,804.02719,839.85833,798.11833,755.7805871428575,774.4691093333338
BTC,2014-01-05 05:00:00+00:00,871.1158300000002,813.3174799999998,873.98,808.7166599999998,767.1099900000003,763.6019976666672
BTC,2014-01-06 05:00:00+00:00,970.65083,871.1158300000002,972.00354,861.2583099999998,788.9942185714289,759.1519810000004
BTC,2014-01-07 05:00:00+00:00,962.46447,970.65083,1023.16666,914.76666,820.1128771428575,766.1926616666672
BTC,2014-01-08 05:00:00+00:00,855.7593300000002,962.46447,970.22516,788.70166,851.2974457142861,775.2811440000003
BTC,2014-01-09 05:00:00+00:00,860.8416599999998,855.7593300000002,886.0291599999998,822.32296,863.7762314285718,775.7451330000004
BTC,2014-01-10 05:00:00+00:00,847.5325,860.8416599999998,880.64166,814.1705400000002,876.8823985714288,773.8806553333336
BTC,2014-01-11 05:00:00+00:00,892.26115,847.5325,902.035,837.57458,883.0974428571433,769.8841166666667
BTC,2014-01-12 05:00:00+00:00,916.69666,892.26115,940.495,876.57666,894.3751100000004,770.7498206666667
BTC,2014-01-13 05:00:00+00:00,873.2716800000002,916.69666,920.71733,857.73833,900.8866571428576,770.9319746666669
BTC,2014-01-14 05:00:00+00:00,863.69888,873.2716800000002,873.2716800000002,821.00333,886.9753500000003,770.3803820000003
BTC,2014-01-15 05:00:00+00:00,853.25666,863.69888,871.11385,839.125,872.8659800000003,770.8704280000003
BTC,2014-01-16 05:00:00+00:00,874.07416,853.25666,888.8851900000002,853.25666,872.5084557142862,770.3472113333336
BTC,2014-01-17 05:00:00+00:00,842.1917300000001,874.07416,879.62999,841.2791599999998,874.3988128571433,777.6895223333336
BTC,2014-01-18 05:00:00+00:00,834.8666599999998,842.1917300000001,854.32827,810.22333,873.6358457142862,783.9604913333334
BTC,2014-01-19 05:00:00+00:00,838.4291599999998,834.8666599999998,850.56666,834.0833299999998,865.4366328571432,793.3329913333334
BTC,2014-01-20 05:00:00+00:00,881.8758300000002,838.4291599999998,885.16166,834.77499,854.2555614285718,798.1786690000001
BTC,2014-01-21 05:00:00+00:00,873.2891599999998,881.8758300000002,882.45166,857.8458400000002,855.4847257142862,805.9282083333335
BTC,2014-01-22 05:00:00+00:00,874.13266,873.2891599999998,876.14065,861.7783300000001,856.8547657142861,815.1725526666667
BTC,2014-01-23 05:00:00+00:00,864.56116,874.13266,874.13266,854.0591599999998,859.8370514285717,822.7208693333334
BTC,2014-01-24 05:00:00+00:00,838.14997,864.56116,866.45964,834.9982200000002,858.4780514285719,829.153536
BTC,2014-01-25 05:00:00+00:00,834.57416,838.14997,838.26,810.6404200000002,857.9006571428575,835.0970906666665
BTC,2014-01-26 05:00:00+00:00,858.12641,834.57416,876.24165,833.72638,857.8588714285719,839.5162016666667
BTC,2014-01-27 05:00:00+00:00,887.08337,858.12641,899.2283,851.7483300000001,860.6727642857147,842.8534099999998
BTC,2014-01-28 05:00:00+00:00,830.53133,887.08337,887.3769800000001,800.03833,861.4166985714293,847.9558003333333
BTC,2014-01-29 05:00:00+00:00,832.89496,830.53133,860.24269,798.18333,855.3084371428578,851.7093036666665
BTC,2014-01-30 05:00:00+00:00,832.87399,832.89496,846.9259400000002,832.25583,849.4173371428577,854.3784616666667
BTC,2014-01-31 05:00:00+00:00,841.48914,832.87399,855.8665300000001,816.05635,844.890598571429,857.3351783333333
BTC,2014-02-01 05:00:00+00:00,847.3638300000001,841.48914,852.3975,839.53166,845.3676228571431,859.7712220000001
BTC,2014-02-02 05:00:00+00:00,854.7225,847.3638300000001,869.4796,843.3534400000002,847.1947185714288,862.3800666666666
BTC,2014-02-03 05:00:00+00:00,856.0336599999998,854.7225,882.43124,850.3081599999998,846.7084457142862,864.0699103333333
BTC,2014-02-04 05:00:00+00:00,847.70697,856.0336599999998,856.0336599999998,842.7374900000002,842.2727728571432,865.4937829999999
BTC,2014-02-05 05:00:00+00:00,844.28836,847.70697,852.2615199999998,839.72962,844.726435714286,864.7134876666665
BTC,2014-02-06 05:00:00+00:00,802.75333,844.28836,846.35105,793.6334400000002,846.3540642857146,860.5014053333333
BTC,2014-02-07 05:00:00+00:00,748.43559,802.75333,815.79724,738.61499,842.0511128571433,855.1777006666665
BTC,2014-02-08 05:00:00+00:00,692.6691400000002,748.43559,758.3383299999998,658.8333299999998,828.7577485714288,851.6002426666665
BTC,2014-02-09 05:00:00+00:00,668.86463,692.6691400000002,721.64138,657.87721,806.6585071428574,845.994492
BTC,2014-02-10 05:00:00+00:00,700.44843,668.86463,711.97109,662.74428,780.1073828571432,840.0388963333335
BTC,2014-02-11 05:00:00+00:00,694.3125,700.44843,702.3682200000002,535.55166,757.8809214285718,833.6451390000002
BTC,2014-02-12 05:00:00+00:00,665.7975,694.3125,710.6525,635.23249,735.967425714286,826.2323336666667
BTC,2014-02-13 05:00:00+00:00,645.615,665.7975,671.9975,633.395,710.4687314285718,819.3165276666666
BTC,2014-02-14 05:00:00+00:00,578.4125,645.615,653.355,532.3125,688.0203985714287,812.0470650000002
BTC,2014-02-15 05:00:00+00:00,641.91,578.4125,696.75,553.075,663.7313857142859,802.8855930000002
BTC,2014-02-16 05:00:00+00:00,656.2725,641.91,657.9974900000002,626.8049900000002,656.4800800000003,795.1467876666667
BTC,2014-02-17 05:00:00+00:00,611.04499,656.2725,657.2725,576.025,654.6812042857147,788.94948
BTC,2014-02-18 05:00:00+00:00,634.99,611.04499,653.75,603.0675,641.9092842857145,781.4887576666665
BTC,2014-02-19 05:00:00+00:00,618.79,634.99,641.3724900000002,607.9425,633.4346414285718,774.7074523333334
BTC,2014-02-20 05:00:00+00:00,619.8425,618.79,625.4225,612.5025,626.7192842857146,765.9379246666667
BTC,2014-02-21 05:00:00+00:00,545.7625,619.8425,620.84,525.0725,623.0374985714287,757.4897026666665
BTC,2014-02-22 05:00:00+00:00,561.535,545.7625,581.24,538.1224900000002,618.373212857143,746.5440306666667
BTC,2014-02-23 05:00:00+00:00,622.22,561.535,622.22,554.3525,606.8910700000002,736.4431586666667
BTC,2014-02-24 05:00:00+00:00,572.7675,622.22,637.5025,567.5,602.0264271428574,729.2454930000001
BTC,2014-02-25 05:00:00+00:00,501.155,572.7675,583.135,492.8925,596.5582142857145,720.5186043333334
BTC,2014-02-26 05:00:00+00:00,550.6025,501.155,562.54499,418.755,577.4389285714287,708.6195573333334
BTC,2014-02-27 05:00:00+00:00,573.1025,550.6025,599.505,548.9874900000002,567.6978571428573,697.4035283333334
BTC,2014-02-28 05:00:00+00:00,567.2925,573.1025,583.7825,558.2225,561.0207142857145,688.8225673333334
BTC,2014-03-01 05:00:00+00:00,551.73,567.2925,570.7875,535.87,564.0964285714289,679.969152
BTC,2014-03-02 05:00:00+00:00,560.195,551.73,570.0025,548.7825,562.6957142857146,670.5976856666667
BTC,2014-03-03 05:00:00+00:00,567.7,560.195,568.275,550.7474900000002,553.8350000000003,661.2212143333333
BTC,2014-03-04 05:00:00+00:00,666.1475,567.7,681.615,562.3025,553.1110714285717,651.8990866666667
BTC,2014-03-05 05:00:00+00:00,660.84,666.1475,698.05,653.525,576.6814285714289,645.6132533333333
BTC,2014-03-06 05:00:00+00:00,662.0225,660.84,666.3275,643.525,592.4296428571432,639.106798
BTC,2014-03-07 05:00:00+00:00,651.285,662.0225,663.74,644.345,605.1325000000004,632.9173156666667
BTC,2014-03-08 05:00:00+00:00,612.33,651.285,653.98249,611.02,617.1314285714287,626.4838703333334
BTC,2014-03-09 05:00:00+00:00,611.1625,612.33,626.25,600.9924900000002,625.7885714285718,620.1364260000001
BTC,2014-03-10 04:00:00+00:00,637.615,611.1625,644.8825,610.0675,633.0696428571432,615.5606563333333
BTC,2014-03-11 04:00:00+00:00,626.0,637.615,642.5275,610.995,643.0575000000006,613.7255183333333
BTC,2014-03-12 04:00:00+00:00,633.7474900000002,626.0,645.75,615.2725,637.3221428571433,612.2966973333333
BTC,2014-03-13 04:00:00+00:00,631.755,633.7474900000002,639.5375,627.3925,633.4517842857147,610.0733326666667
BTC,2014-03-14 04:00:00+00:00,636.4141400000002,631.755,641.66999,631.315,629.1278557142859,607.9880826666667
BTC,2014-03-15 04:00:00+00:00,628.18751,636.4141400000002,636.75668,624.77166,627.0034471428576,607.0086373333335
BTC,2014-03-16 04:00:00+00:00,632.9533299999998,628.18751,636.0,625.54183,629.2688057142859,606.427721
BTC,2014-03-17 04:00:00+00:00,630.34833,632.9533299999998,635.24333,627.48,632.3817814285718,608.2457486666667
BTC,2014-03-18 04:00:00+00:00,617.24333,630.34833,630.77666,616.17333,631.3436857142859,607.8603596666667
BTC,2014-03-19 04:00:00+00:00,616.86665,617.24333,621.47168,599.7599799999998,630.0927328571432,606.5593873333335
BTC,2014-03-20 04:00:00+00:00,601.015,616.86665,621.18353,601.00996,627.6811842857147,606.7534426666667
BTC,2014-03-21 04:00:00+00:00,581.3333299999998,601.015,604.5283099999998,579.55331,623.2897557142861,605.6209426666667
BTC,2014-03-22 04:00:00+00:00,570.36168,581.3333299999998,605.1533099999998,563.4616599999998,615.421068571429,604.3723870000001
BTC,2014-03-23 04:00:00+00:00,562.9533299999998,570.36168,571.86663,550.60331,607.1602357142863,602.7230263333336
BTC,2014-03-24 04:00:00+00:00,557.16833,562.9533299999998,570.3308099999998,551.1633099999998,597.1602357142863,603.2960540000003
BTC,2014-03-25 04:00:00+00:00,573.34998,557.16833,587.9866599999998,552.1299700000002,586.7059500000005,603.1504983333336
BTC,2014-03-26 04:00:00+00:00,572.4916099999998,573.34998,585.5749900000002,570.43831,580.4354714285719,601.5214976666667
BTC,2014-03-27 04:00:00+00:00,570.54833,572.4916099999998,589.95497,561.61165,574.0961800000006,601.5123013333335
BTC,2014-03-28 04:00:00+00:00,509.70665,570.54833,571.57667,471.01833,569.743798571429,603.8254123333336
BTC,2014-03-29 04:00:00+00:00,499.24998,509.70665,525.16333,487.16333,559.5114157142859,602.4622173333336
BTC,2014-03-30 04:00:00+00:00,486.80845,499.24998,504.21231,483.5116,549.3526014285718,600.0004666666669
BTC,2014-03-31 04:00:00+00:00,472.4783,486.80845,486.80845,443.26166,538.4747614285718,597.3176650000003
BTC,2014-04-01 04:00:00+00:00,464.88,472.4783,472.4783,442.19166,526.3761857142862,594.6759416666669
BTC,2014-04-02 04:00:00+00:00,480.16581,464.88,500.64066,459.6783,510.88047428571474,591.4987750000003
BTC,2014-04-03 04:00:00+00:00,427.87498,480.16581,494.98333,419.705,497.6910742857148,588.5809686666669
BTC,2014-04-04 04:00:00+00:00,432.99716,427.87498,456.34863,414.41333,477.3091671428576,580.6385513333336
BTC,2014-04-05 04:00:00+00:00,453.87148,432.99716,455.99333,428.63,466.35066857142897,573.0437900000003
BTC,2014-04-06 04:00:00+00:00,462.445,453.87148,465.63773,444.13629,459.8680257142861,566.105422666667
BTC,2014-04-07 04:00:00+00:00,456.46948,462.445,466.475,450.80566,456.3875328571433,559.8107560000003
BTC,2014-04-08 04:00:00+00:00,452.81,456.46948,458.925,443.71861,454.1005585714289,554.6154053333336
BTC,2014-04-09 04:00:00+00:00,450.48083,452.81,456.88188,446.71668,452.37627285714325,549.336988666667
BTC,2014-04-10 04:00:00+00:00,426.98333,450.48083,453.06422,423.82189000000005,448.1355614285718,543.0991830000004
BTC,2014-04-11 04:00:00+00:00,374.59166,426.98333,427.5385,344.22166,448.00818285714325,536.4652940000003
BTC,2014-04-12 04:00:00+00:00,438.24666,374.59166,438.24666,374.59166,439.6645400000004,527.8267663333337
BTC,2014-04-13 04:00:00+00:00,423.51566,438.24666,438.91098,413.08833,437.43242285714325,521.3764883333337
BTC,2014-04-14 04:00:00+00:00,409.03166,423.51566,425.68516,394.1018,431.8710885714289,514.2798723333336
BTC,2014-04-15 04:00:00+00:00,455.28316,409.03166,470.95333,406.85585,425.0942571428576,506.97467733333366
BTC,2014-04-16 04:00:00+00:00,517.0966599999998,455.28316,524.80583,454.18166,425.4475657142862,501.05233833333364
BTC,2014-04-17 04:00:00+00:00,522.455,517.0966599999998,543.31749,493.08333,434.96411285714333,497.27728266666696
BTC,2014-04-18 04:00:00+00:00,490.8785,522.455,529.29783,481.45501,448.60292285714326,494.11767166666704
BTC,2014-04-19 04:00:00+00:00,469.38332,490.8785,497.77333,468.16166,465.2153285714289,489.918066666667
BTC,2014-04-20 04:00:00+00:00,507.80663,469.38332,511.76836,467.81668,469.66342285714325,485.53034400000035
BTC,2014-04-21 04:00:00+00:00,505.09665,507.80663,510.83165,489.18038,481.7049900000004,483.0794540000004
BTC,2014-04-22 04:00:00+00:00,497.65001,505.09665,507.44998,488.875,495.4285600000004,480.9039530000003
BTC,2014-04-23 04:00:00+00:00,487.84,497.65001,498.59166,482.73666,501.48096714285754,478.727175666667
BTC,2014-04-24 04:00:00+00:00,487.11333,487.84,489.32333,480.58666,497.3014442857146,476.41623133333366
BTC,2014-04-25 04:00:00+00:00,469.08816,487.11333,500.62333,468.98333,492.2526342857146,473.54167633333367
BTC,2014-04-26 04:00:00+00:00,448.77834,469.08816,472.48499,440.13883,489.1397285714289,470.094894666667
BTC,2014-04-27 04:00:00+00:00,452.14829,448.77834,463.18666,448.50008,486.19616000000036,466.0358950000004
BTC,2014-04-28 04:00:00+00:00,426.78166,452.14829,457.45584,423.40166,478.2449685714289,464.1172830000004
BTC,2014-04-29 04:00:00+00:00,432.60498,426.78166,445.73085,421.07659,467.0571128571432,461.70167233333365
BTC,2014-04-30 04:00:00+00:00,444.85668,432.60498,449.08171,431.00828,457.7649657142861,459.8948900000004
BTC,2014-05-01 04:00:00+00:00,454.55666,444.85668,455.43,432.97666,451.6244914285718,458.9741693333337
BTC,2014-05-02 04:00:00+00:00,453.59833,454.55666,459.42666,447.27006,446.9735385714289,458.63005800000036
BTC,2014-05-03 04:00:00+00:00,441.97833,453.59833,453.59833,439.90333,444.76070571428613,457.74447533333375
BTC,2014-05-04 04:00:00+00:00,438.29035,441.97833,443.36661,428.51808,443.789275714286,458.2145870000004
BTC,2014-05-05 04:00:00+00:00,432.78748,438.29035,438.44883,428.51836,441.8095700000004,458.391026666667
BTC,2014-05-06 04:00:00+00:00,418.61831,432.78748,434.35831,418.55791,442.66754428571465,457.6882266666671
BTC,2014-05-07 04:00:00+00:00,428.42593,418.61831,431.33331,418.01666,440.6694485714289,456.2273370000004
BTC,2014-05-08 04:00:00+00:00,442.57666,428.42593,446.35999,423.11180999999993,438.3221985714289,455.2925520000004
BTC,2014-05-09 04:00:00+00:00,439.04,442.57666,445.01666,434.30833,436.6107700000002,454.9514406666671
BTC,2014-05-10 04:00:00+00:00,449.04333,439.04,451.24499,438.06666,434.53100857142886,454.5700796666671
BTC,2014-05-11 04:00:00+00:00,449.74166,449.04333,453.54333,446.21333,435.5402942857146,455.30541300000056
BTC,2014-05-12 04:00:00+00:00,434.27,449.74166,450.04166,430.33333,437.17619571428594,457.81041300000055
BTC,2014-05-13 04:00:00+00:00,437.0,434.27,440.21333,431.515,437.3879842857146,457.6778576666672
BTC,2014-05-14 04:00:00+00:00,438.88,437.0,439.51833,433.13333,440.01394000000033,458.1273356666672
BTC,2014-05-15 04:00:00+00:00,445.045,438.88,445.89666,438.88,441.5073785714289,459.12228033333383
BTC,2014-05-16 04:00:00+00:00,443.18,445.045,447.74499,441.73333,441.8599985714289,458.78100833333366
BTC,2014-05-17 04:00:00+00:00,445.60666,443.18,447.15166,442.29,442.45142714285754,456.3171196666671
BTC,2014-05-18 04:00:00+00:00,445.15666,445.60666,446.48,443.78166,441.96047428571467,453.75550833333375
BTC,2014-05-19 04:00:00+00:00,444.73833,445.15666,446.18166,442.35,441.3054742857146,452.2314470000004
BTC,2014-05-20 04:00:00+00:00,455.65333,444.73833,458.23333,442.05333,442.8009500000003,451.40994733333366
BTC,2014-05-21 04:00:00+00:00,489.86999,455.65333,494.21,450.16333,445.46571142857175,449.67150400000037
BTC,2014-05-22 04:00:00+00:00,490.18666,489.86999,494.46166,487.63,452.74999571428606,449.1639486666671
BTC,2014-05-23 04:00:00+00:00,522.31,490.18666,535.09,487.815,459.1988042857146,448.91517033333366
BTC,2014-05-24 04:00:00+00:00,512.30833,522.31,543.095,511.97333,470.5030900000003,450.06417033333366
BTC,2014-05-25 04:00:00+00:00,533.9299900000002,512.30833,535.725,511.69833,480.0319000000004,450.9040036666671
BTC,2014-05-26 04:00:00+00:00,579.59333,533.9299900000002,589.945,533.13,492.7138042857147,453.06539800000036
BTC,2014-05-27 04:00:00+00:00,581.51,579.59333,589.78166,575.84,511.97880428571466,457.425897666667
BTC,2014-05-28 04:00:00+00:00,572.4483299999998,581.51,591.2416599999998,549.62,529.9583285714289,461.7379546666671
BTC,2014-05-29 04:00:00+00:00,562.4,572.4483299999998,576.55666,560.415,541.7552342857147,466.59351033333365
BTC,2014-05-30 04:00:00+00:00,571.845,562.4,573.27,556.28166,552.071425714286,470.92001100000033
BTC,2014-05-31 04:00:00+00:00,612.12666,571.845,622.50666,566.69666,559.1478542857145,475.1529550000003
BTC,2014-06-01 04:00:00+00:00,638.16333,612.12666,638.94666,610.8249900000002,573.4076157142861,480.4052883333336
BTC,2014-06-02 04:00:00+00:00,634.98333,638.16333,676.60333,620.585,588.2980928571433,486.5574550000002
BTC,2014-06-03 04:00:00+00:00,660.2466599999998,634.98333,667.19333,610.99333,596.2109500000005,492.99095500000016
BTC,2014-06-04 04:00:00+00:00,627.79833,660.2466599999998,675.73833,617.78666,607.4590442857146,500.38949866666695
BTC,2014-06-05 04:00:00+00:00,642.89166,627.79833,650.76333,624.965,615.3661871428575,506.8898603333336
BTC,2014-06-06 04:00:00+00:00,652.52666,642.89166,664.97833,639.42833,626.8649957142861,514.3656386666669
BTC,2014-06-07 04:00:00+00:00,648.6016599999998,652.52666,657.94166,635.8516599999998,638.3909471428575,521.8356630000003
BTC,2014-06-08 04:00:00+00:00,652.5916599999998,648.6016599999998,656.8466599999998,646.63166,643.6016614285718,528.7031630000001
BTC,2014-06-09 04:00:00+00:00,652.11,652.5916599999998,655.015,649.41333,645.6628514285718,535.8215516666668
BTC,2014-06-10 04:00:00+00:00,644.085,652.11,653.3466599999998,637.5783299999998,648.1095185714288,542.5904406666668
BTC,2014-06-11 04:00:00+00:00,642.00666,644.085,657.97,640.465,645.8007100000002,549.0685520000002
BTC,2014-06-12 04:00:00+00:00,632.55,642.00666,646.385,624.16166,647.8304714285717,555.9931073333335
BTC,2014-06-13 04:00:00+00:00,585.48333,632.55,633.66166,562.59,646.3530914285718,562.5114406666668
BTC,2014-06-14 04:00:00+00:00,588.52333,585.48333,613.465,584.635,636.7754728571432,567.3982183333334
BTC,2014-06-15 04:00:00+00:00,570.28833,588.52333,590.76166,541.19333,628.1928542857147,572.1808293333335
BTC,2014-06-16 04:00:00+00:00,589.06666,570.28833,593.54833,551.31,616.4352357142861,576.4177736666667
BTC,2014-06-17 04:00:00+00:00,592.25666,589.06666,606.82166,585.685,607.4290442857147,581.1997736666667
BTC,2014-06-18 04:00:00+00:00,610.41333,592.25666,613.9916599999998,590.18833,600.0249957142861,586.103107
BTC,2014-06-19 04:00:00+00:00,601.88666,610.41333,612.8566599999998,599.72333,595.5116628571433,591.6256070000001
BTC,2014-06-20 04:00:00+00:00,594.09333,601.88666,605.93833,590.16999,591.1311857142863,596.5000513333333
BTC,2014-06-21 04:00:00+00:00,582.04499,594.09333,595.2166599999998,581.18833,592.3611857142861,599.9741626666666
BTC,2014-06-22 04:00:00+00:00,599.57,582.04499,603.205,581.68666,591.435708571429,603.0361069999999
BTC,2014-06-23 04:00:00+00:00,592.405,599.57,602.8283299999998,591.495,595.6188042857146,605.6114403333332
BTC,2014-06-24 04:00:00+00:00,584.64166,592.405,593.255,580.84,596.0957100000004,608.2813293333331
BTC,2014-06-25 04:00:00+00:00,575.905,584.64166,588.78,570.4716599999998,595.0078528571432,609.9717183333331
BTC,2014-06-26 04:00:00+00:00,571.76666,575.905,576.03166,558.5833299999998,590.0780914285717,609.8487739999998
